sha256,field,value,match_type,matched_term
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\475dce40\67f29a3e\a4\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2dd6ac50\163e1f5e\a0\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\41c04c7e\7f3b6ac4\98\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\75638fee\27002c8f\a3\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\73843e06\43a920ef\86\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\141dfd70\96f8a9\49\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\7950e2c5\69be3dec\a1\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\c991064\5086dba8\99\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\6dc7d4c0\1c74cc87\9e\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3ced59c5\3dc46903\9c\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\f6e8397\3e045c21\8f\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2b1a4e4\23e7306f\4b\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\24bf93f6\6e527edf\8e\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\4f99a7c9\53bea2b0\39\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\424bd4d8\1c83327b\a5\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\19ab8d57\c91dbb2\a6\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3f50fe4f\17907762\a7\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\475dce40\67f29a3e\a4\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2dd6ac50\163e1f5e\a0\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\41c04c7e\7f3b6ac4\98\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\75638fee\27002c8f\a3\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\73843e06\43a920ef\86\SIG,detection_indicator,sig
00326410c79664391fcb7df8224070582df134e8f141ff460e634950c46c34c6,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\141dfd70\96f8a9\49\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\7950e2c5\69be3dec\a1\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\c991064\5086dba8\99\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\6dc7d4c0\1c74cc87\9e\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3ced59c5\3dc46903\9c\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\f6e8397\3e045c21\8f\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2b1a4e4\23e7306f\4b\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\24bf93f6\6e527edf\8e\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\4f99a7c9\53bea2b0\39\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\424bd4d8\1c83327b\a5\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\19ab8d57\c91dbb2\a6\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3f50fe4f\17907762\a7\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\475dce40\67f29a3e\a4\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2dd6ac50\163e1f5e\a0\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\41c04c7e\7f3b6ac4\98\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\75638fee\27002c8f\a3\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\7950e2c5\69be3dec\a1\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\c991064\5086dba8\99\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\6dc7d4c0\1c74cc87\9e\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3ced59c5\3dc46903\9c\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\f6e8397\3e045c21\8f\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2b1a4e4\23e7306f\4b\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\24bf93f6\6e527edf\8e\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\4f99a7c9\53bea2b0\39\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\424bd4d8\1c83327b\a5\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\19ab8d57\c91dbb2\a6\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3f50fe4f\17907762\a7\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\475dce40\67f29a3e\a4\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2dd6ac50\163e1f5e\a0\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\41c04c7e\7f3b6ac4\98\SIG,detection_indicator,sig
004b658d8df94d9bdb6c2104f831441519b41122bedcf7c1c015a5882fe110bc,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\75638fee\27002c8f\a3\SIG,detection_indicator,sig
00643dbe5c78599e1a18676c4455c5fc32fe40cf5cc5ec7e2928072c8027a0eb,files,C:\tmp13trwidj\data\yara\*,detection_indicator,yara
00643dbe5c78599e1a18676c4455c5fc32fe40cf5cc5ec7e2928072c8027a0eb,files,C:\tmp13trwidj\data\yara,detection_indicator,yara
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\7950e2c5\69be3dec\a1\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\424bd4d8\1c83327b\a5\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\19ab8d57\c91dbb2\a6\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3f50fe4f\17907762\a7\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\475dce40\67f29a3e\a4\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2dd6ac50\163e1f5e\a0\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\41c04c7e\7f3b6ac4\98\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3ced59c5\3dc46903\9c\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\c991064\5086dba8\99\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\6dc7d4c0\1c74cc87\9e\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\f6e8397\3e045c21\8f\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2b1a4e4\23e7306f\4b\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\24bf93f6\6e527edf\8e\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\4f99a7c9\53bea2b0\39\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\75638fee\27002c8f\a3\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\7950e2c5\69be3dec\a1\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\424bd4d8\1c83327b\a5\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\19ab8d57\c91dbb2\a6\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3f50fe4f\17907762\a7\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\475dce40\67f29a3e\a4\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2dd6ac50\163e1f5e\a0\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\41c04c7e\7f3b6ac4\98\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\3ced59c5\3dc46903\9c\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\c991064\5086dba8\99\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\6dc7d4c0\1c74cc87\9e\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\f6e8397\3e045c21\8f\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\2b1a4e4\23e7306f\4b\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\24bf93f6\6e527edf\8e\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\4f99a7c9\53bea2b0\39\SIG,detection_indicator,sig
00696fe598b141aaaf7d88a0ef10af4b8d56596b0e590b52e980bb51ae4e4cf1,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\75638fee\27002c8f\a3\SIG,detection_indicator,sig
007aa9c074c4724342a2abdcd66efcd9ab7f6733cdda247123c0f0bb9b455ec9,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion\NativeImagesIndex\v2.0.50727_32\IL\7950e2c5\69be3dec\a1\SIG,detection_indicator,sig
