sha256,field,value,match_type,matched_term
01099f8018bed3a481f2c1121b2d820b1fcdedf8780eeacb609504f0269aadf9,resolved_apis,ncrypt.dll.BCryptVerifySignature,detection_indicator,signature
01099f8018bed3a481f2c1121b2d820b1fcdedf8780eeacb609504f0269aadf9,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
010aee4d30070b759eadfb9d1200cd70aaf84841513e44528be0c41d940df6ca,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
010b3f1b4e6e0148e72a68e23541927159e860929ba51a409bf6b797e53a1369,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0112814bcfd9768e89bb330ea84ae56b148b803f1d0b4169bfd66430180131c7,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
0112ffd8887f179eb48b320675f84664f7d2194223bcfa9b9421e74c130fd081,files,C:\tmphxq4ao0u\data\yara\*,detection_indicator,yara
01137543ba0a1573f51d69277af846032d6dd6d70e56c2d7cfc1f5199cecaf2a,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
0113e8ee41e75e65241cc81042d7d6eb7da3ccb767f4b2d8bd579b187f72543c,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
0113e8ee41e75e65241cc81042d7d6eb7da3ccb767f4b2d8bd579b187f72543c,resolved_apis,cryptsp.dll.CryptVerifySignatureA,detection_indicator,signature
011634ed6c3bd6b2abc1d0e7d6e375da10963ea5b032894783e1b3e7ba7bffd2,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
011d8bc40d3c0098421f0f5326c5a3acf09fb70d4c21ec98f1e3d855690f2539,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0124e6d0daf27055f987769d50703d1c24938735789d0387a60784bee2b3028b,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0129eb452066165b48f736dfeed38e1a03d3943da6504d4f54e5854b2adf351f,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
013175316dc3581a3b969c4026d68c804710e4502836a653a44f4c5a50da9e08,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0133b2dc963f6fba0c5f1faef51ca15ea5a3bf6045611e3d5ee292c9ded63f9c,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
014221a27b2570c004a4fa27056eb7c235b914536a5031e2a97285aeb41f458b,keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureDll,detection_indicator,signature
014221a27b2570c004a4fa27056eb7c235b914536a5031e2a97285aeb41f458b,keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureRoutine,detection_indicator,signature
014221a27b2570c004a4fa27056eb7c235b914536a5031e2a97285aeb41f458b,read_keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureDll,detection_indicator,signature
014221a27b2570c004a4fa27056eb7c235b914536a5031e2a97285aeb41f458b,read_keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureRoutine,detection_indicator,signature
0147added5f250693c8f0e6a4cde9610704b4ada38442f1ff8d0ab2a7e631457,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0149c3128d385bbf5c3f31c9513e5070b2418a7a541dc1f42b2460ccd6f6e033,files,C:\tmpk0vfasgt\data\yara\*,detection_indicator,yara
0149c3128d385bbf5c3f31c9513e5070b2418a7a541dc1f42b2460ccd6f6e033,files,C:\tmpk0vfasgt\data\yara,detection_indicator,yara
014c1368123736d86fbe31048d169be5a5b2872fe4d8e8d7c0f78c34eb364b40,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
014e671c9f7f8982bd9c7a6757deddd2a041d23383c7035843a780b3b8ced1d4,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
014f9be3c4629d1563c3dacaf525fd7a8176a97d948ec9bbd9b41dc1bec7c544,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
015025eded3e1e60eba6e1d2d59aa2e3bcd48defb64fbaec76549dddb2fc723a,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0152ddf1b103f02bc1c92ebb93ae4a0cd11d640e231870496f6f24996ecc851b,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01605d6f36e07dc72b712f017f92d69db1a767c5d2c5fef793f215d30fa03409,files,C:\tmpxavlh089\data\yara\*,detection_indicator,yara
01605d6f36e07dc72b712f017f92d69db1a767c5d2c5fef793f215d30fa03409,files,C:\tmpxavlh089\data\yara,detection_indicator,yara
01620be7a96a23c5267322d2d0031d380809790a4027863cf0835f26ff687e6f,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
016c023853808a0bfbe89b4fde1350fe836aa39939a5decae75f07686df5b8aa,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
016c39972ce00b7619e30d82d52e9bdd0af949477fa029662d046958c55bef02,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
016fc8df839e5719d965ad4c3321bc66a65a87a9fc290585103f54aacaea8172,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
017155d7d35c56318bf304a6a5fda39a4adb0ef1359a36e339ef9a1871df3e24,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01764c69a3b591541c60f18a7cc6e0288e9bb50cc4c22bf5605510c012d761ce,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01764c69a3b591541c60f18a7cc6e0288e9bb50cc4c22bf5605510c012d761ce,resolved_apis,advapi32.dll.CryptVerifySignatureW,detection_indicator,signature
0176b8bafbe1bd735cfb75b487d0cf10570ecbdb2c6aea0f0169c496975c84ff,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0177261a3b97f6013f28251c4a0854e8501c57a1121dc4b410a07e98140a9359,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
017a3a8b18b7b8cb5e98c0a8bc36e5906489f44e4365cfb5525bc7d5ef92626c,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
017a3a8b18b7b8cb5e98c0a8bc36e5906489f44e4365cfb5525bc7d5ef92626c,resolved_apis,advapi32.dll.CryptVerifySignatureW,detection_indicator,signature
017b64c6ceb9c10f150d81fe18faf0fcdbc2bae83102968860afacecd0de355a,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
018399fff1648d7301a5e14b5e82735376818c5f549c88fce9c45b76376dfaf6,files,C:\tmphxq4ao0u\data\yara\*,detection_indicator,yara
018399fff1648d7301a5e14b5e82735376818c5f549c88fce9c45b76376dfaf6,files,C:\tmphxq4ao0u\data\yara,detection_indicator,yara
01844ed070ba889e52d77690a38079fd72e9fd25d7ea5e3a309fcc7ced5957ed,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
019032412852938bf55b86e117781e7ece6e266faf99fc8530dffdf8be58df9d,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01a158340365f24cb0f491d20c1e7a77fe446980841570a2f63140e47b350e11,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01a9a1553a52bb1cc728720b8a6c5addb005f9ccb212f16a4c8c0a065c2d5cc8,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01ac7e1cfd7280e0cdb804bdc341085e63047221c5d50b9a0c717aeb97fed55e,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01b08d846fda404418b5d979a1b103c8ea99b768f545d7aa602df40e65cc02cd,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01b08d846fda404418b5d979a1b103c8ea99b768f545d7aa602df40e65cc02cd,resolved_apis,cryptsp.dll.CryptVerifySignatureA,detection_indicator,signature
01c71bb00ec0f29d5aca8f1ac31ed443f5cd7ccc67749d0c03c62f40a6ea2a3d,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01c71fda419afbeafa854a3576ac0aa75b600f4e671373e678b6bd10f9b74c77,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01c71fda419afbeafa854a3576ac0aa75b600f4e671373e678b6bd10f9b74c77,resolved_apis,bcrypt.dll.BCryptVerifySignature,detection_indicator,signature
01cd0c944322a1726d187b93a8985dec1bc8952f5a56035fe6c2edaf67182205,resolved_apis,advapi32.dll.CryptVerifySignatureW,detection_indicator,signature
01cd74442d475fcf40237ae69419326361c00d0c700cf739fdd616e49a370d70,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01d2d9e88c494135eb6a36d9f08f6f4c62a67b8469a440e01b1e5d1944d70b2e,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01db8b47935f5db475ac4899bf95834e8b09ce5d1d30134ec32b16668a8cabb2,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01db8b47935f5db475ac4899bf95834e8b09ce5d1d30134ec32b16668a8cabb2,resolved_apis,cryptsp.dll.CryptVerifySignatureA,detection_indicator,signature
01e17846f5331f49f47d3047ef64a0bbdea6e56910cba491ec0c897c52a0712c,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01eb69ee79fb7b4aad3d2df334edaf7a396f6c802b5f095db878769e7ee649f1,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01ebf2362b80601454cb3065ee27bdb0d8db7410fb3297e20c8fc0df01f53358,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
01eceebfd8089106b7290f5dd2fc852e9ed91c7830bd3898f83cb7430d5e2cba,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01f1feca0834df1090dc9c3729773d497d0cbd98eb59631d996f426697cd0ed6,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
01facae874d62773034c5c0d23447eea61090e1bdf9c871189e4b8e761ee73cf,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0205f7cb31c95adeab976245edd2808d58a066e39f8bc953a3e10347189f61ca,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
0207c06879fb4a2ddaffecc3a6713f2605cbdd90fc238da9845e88ff6aef3f85,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0208ab5a29702645e852521e1eb4eb45ad5c24cb01608c1818fee8f4823dd57d,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
02094a8bf547bc7347ca9a42bc9c8f763c4bfefcf363b4266be9ce1368970016,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
0209a4e602f63fa2c8bb1c4a3769858763545afc87753d9e0fd6eb8492b4ff1b,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
020e90465d5bc803ee5cee2b299aac0b2c58a6f5982a6dcaa2a09321ead9d502,keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureDll,detection_indicator,signature
020e90465d5bc803ee5cee2b299aac0b2c58a6f5982a6dcaa2a09321ead9d502,keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureRoutine,detection_indicator,signature
020e90465d5bc803ee5cee2b299aac0b2c58a6f5982a6dcaa2a09321ead9d502,read_keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureDll,detection_indicator,signature
020e90465d5bc803ee5cee2b299aac0b2c58a6f5982a6dcaa2a09321ead9d502,read_keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureRoutine,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,keys,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Signature,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\EnableWeakSignatureFlags,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptDllVerifyEncodedSignature,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Cryptography\OID\EncodingType 1\CryptDllVerifyEncodedSignature,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,read_keys,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Signature,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\EnableWeakSignatureFlags,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,resolved_apis,cryptsp.dll.CryptVerifySignatureA,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,resolved_apis,ncrypt.dll.BCryptVerifySignature,detection_indicator,signature
0210b936abd47e56d449e858c017d64f6da6a5fcfce54264662fe613a6f87e78,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
02123a5b5db0f48324d9a1eec45698768d13b7e661ceb311f8c5b431a35fc437,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
0215a4c8b1185dd59f44c5adbba68c04d6cfe3d09840f4e78c90ca4c6a612369,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
021ccd44b9566b3dabe1f2f9a97a9c918947a42b56ea125b2059dd151496c00d,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
021dcbf1773bea9bbfe3f7c44dcc4be06ff67c0eb2cf0973d9ce9f95736f05c4,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
022441d8402a655af2c7a9d3121a1e94062784025b5a933f63e3c216c0514de6,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
022eb5317d51118af585d926b489099934292d5586eb94d2d7c3706da2ef9e23,resolved_apis,advapi32.dll.CryptVerifySignatureW,detection_indicator,signature
02318b01b0632256679a145284172da3eb6c45e9230ed9d338075e6702110631,resolved_apis,advapi32.dll.CryptVerifySignatureA,detection_indicator,signature
023286a9099bc5e2563ea76db48b8342ff69fa416d7f60b32569538e0ebf5826,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\EnableWeakSignatureFlags,detection_indicator,signature
023286a9099bc5e2563ea76db48b8342ff69fa416d7f60b32569538e0ebf5826,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptDllVerifyEncodedSignature,detection_indicator,signature
023286a9099bc5e2563ea76db48b8342ff69fa416d7f60b32569538e0ebf5826,keys,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Cryptography\OID\EncodingType 1\CryptDllVerifyEncodedSignature,detection_indicator,signature
023286a9099bc5e2563ea76db48b8342ff69fa416d7f60b32569538e0ebf5826,read_keys,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography\OID\EncodingType 0\CertDllCreateCertificateChainEngine\Config\EnableWeakSignatureFlags,detection_indicator,signature
023286a9099bc5e2563ea76db48b8342ff69fa416d7f60b32569538e0ebf5826,resolved_apis,cryptsp.dll.CryptVerifySignatureA,detection_indicator,signature
023286a9099bc5e2563ea76db48b8342ff69fa416d7f60b32569538e0ebf5826,resolved_apis,ncrypt.dll.BCryptVerifySignature,detection_indicator,signature
0233928d6bc26f844242849065fc03d9b1b6383d414cebe6292478fc3acdf0c9,resolved_apis,kernel32.dll.CreateRemoteThread,family_name,emotet
023fbaa7c70afefbe42963d8bb92a86f98753395116b480ff926159e3fef3701,keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureDll,detection_indicator,signature
023fbaa7c70afefbe42963d8bb92a86f98753395116b480ff926159e3fef3701,keys,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\LsaExtensionConfig\SspiCli\CheckSignatureRoutine,detection_indicator,signature
